,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Date
38417,C539568,82486,WOOD S/3 CABINET ANT WHITE FINISH,-6,2010-12-20 11:59:00,7.95,13267.0,United Kingdom,-47.7,2010-12-20
38418,C539569,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-6,2010-12-20 12:01:00,6.95,17204.0,United Kingdom,-41.7,2010-12-20
38419,C539569,21781,MA CAMPAGNE CUTLERY BOX,-1,2010-12-20 12:01:00,14.95,17204.0,United Kingdom,-14.95,2010-12-20
38420,C539569,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-13,2010-12-20 12:01:00,0.85,17204.0,United Kingdom,-11.049999999999999,2010-12-20
38438,C539573,22362,GLASS JAR PEACOCK BATH SALTS,-5,2010-12-20 12:19:00,2.95,14107.0,United Kingdom,-14.75,2010-12-20
38439,C539574,22768,FAMILY PHOTO FRAME CORNICE,-1,2010-12-20 12:23:00,9.95,16713.0,United Kingdom,-9.95,2010-12-20
38440,C539574,22766,PHOTO FRAME CORNICE,-1,2010-12-20 12:23:00,2.95,16713.0,United Kingdom,-2.95,2010-12-20
38441,C539575,84949,SILVER HANGING T-LIGHT HOLDER,-36,2010-12-20 12:23:00,1.45,13089.0,United Kingdom,-52.199999999999996,2010-12-20
38442,C539575,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,2010-12-20 12:23:00,2.55,13089.0,United Kingdom,-28.049999999999997,2010-12-20
38443,C539575,21363,HOME SMALL WOOD LETTERS,-1,2010-12-20 12:23:00,4.95,13089.0,United Kingdom,-4.95,2010-12-20
38444,C539576,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-24,2010-12-20 12:25:00,2.95,14911.0,EIRE,-70.80000000000001,2010-12-20
38445,C539576,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-24,2010-12-20 12:25:00,2.95,14911.0,EIRE,-70.80000000000001,2010-12-20
38446,C539576,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,-24,2010-12-20 12:25:00,2.95,14911.0,EIRE,-70.80000000000001,2010-12-20
38447,C539576,72818,CHRISTMAS DECOUPAGE CANDLE,-36,2010-12-20 12:25:00,0.72,14911.0,EIRE,-25.919999999999998,2010-12-20
38448,C539576,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,-24,2010-12-20 12:25:00,1.25,14911.0,EIRE,-30.0,2010-12-20
38449,C539576,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,-24,2010-12-20 12:25:00,1.25,14911.0,EIRE,-30.0,2010-12-20
38450,C539576,47559B,TEA TIME OVEN GLOVE,-20,2010-12-20 12:25:00,1.25,14911.0,EIRE,-25.0,2010-12-20
38451,C539576,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,-96,2010-12-20 12:25:00,0.19,14911.0,EIRE,-18.240000000000002,2010-12-20
38452,C539576,22939,APRON APPLE DELIGHT,-12,2010-12-20 12:25:00,4.95,14911.0,EIRE,-59.400000000000006,2010-12-20
38453,C539576,22897,OVEN MITT APPLES DESIGN,-10,2010-12-20 12:25:00,1.45,14911.0,EIRE,-14.5,2010-12-20
38454,C539576,22896,PEG BAG APPLES DESIGN,-12,2010-12-20 12:25:00,2.55,14911.0,EIRE,-30.599999999999998,2010-12-20
38455,C539576,22795,SWEETHEART RECIPE BOOK STAND,-10,2010-12-20 12:25:00,6.75,14911.0,EIRE,-67.5,2010-12-20
38456,C539576,21411,GINGHAM HEART  DOORSTOP RED,-6,2010-12-20 12:25:00,4.25,14911.0,EIRE,-25.5,2010-12-20
38457,C539576,21155,RED RETROSPOT PEG BAG,-12,2010-12-20 12:25:00,2.1,14911.0,EIRE,-25.200000000000003,2010-12-20
38458,C539576,20679,EDWARDIAN PARASOL RED,-6,2010-12-20 12:25:00,5.95,14911.0,EIRE,-35.7,2010-12-20
38459,C539576,15056P,EDWARDIAN PARASOL PINK,-6,2010-12-20 12:25:00,5.95,14911.0,EIRE,-35.7,2010-12-20
38460,C539576,15056N,EDWARDIAN PARASOL NATURAL,-6,2010-12-20 12:25:00,5.95,14911.0,EIRE,-35.7,2010-12-20
38461,C539576,15056BL,EDWARDIAN PARASOL BLACK,-6,2010-12-20 12:25:00,5.95,14911.0,EIRE,-35.7,2010-12-20
38462,C539577,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2010-12-20 12:41:00,8.5,17924.0,United Kingdom,-8.5,2010-12-20
38609,C539589,D,Discount,-1,2010-12-20 13:14:00,13.88,14527.0,United Kingdom,-13.88,2010-12-20
38932,C539596,20801,LARGE PINK GLASS SUNDAE DISH,-16,2010-12-20 13:51:00,0.75,13694.0,United Kingdom,-12.0,2010-12-20
38935,C539598,21843,RED RETROSPOT CAKE STAND,-11,2010-12-20 13:54:00,9.95,14299.0,United Kingdom,-109.44999999999999,2010-12-20
38936,C539598,22423,REGENCY CAKESTAND 3 TIER,-12,2010-12-20 13:54:00,10.95,14299.0,United Kingdom,-131.39999999999998,2010-12-20
38937,C539599,22810,SET OF 6 T-LIGHTS SNOWMEN,-6,2010-12-20 13:55:00,2.95,17951.0,United Kingdom,-17.700000000000003,2010-12-20
38938,C539600,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-12,2010-12-20 13:57:00,2.95,13329.0,United Kingdom,-35.400000000000006,2010-12-20
38939,C539601,22768,FAMILY PHOTO FRAME CORNICE,-2,2010-12-20 13:58:00,9.95,14119.0,United Kingdom,-19.9,2010-12-20
38940,C539602,90211B,JET BLACK LAS VEGAS NECKLACE 45CM,-2,2010-12-20 14:02:00,5.95,13369.0,United Kingdom,-11.9,2010-12-20
38941,C539602,21231,SWEETHEART CERAMIC TRINKET BOX,-4,2010-12-20 14:02:00,1.25,13369.0,United Kingdom,-5.0,2010-12-20
38942,C539602,22893,MINI CAKE STAND T-LIGHT HOLDER,-9,2010-12-20 14:02:00,0.42,13369.0,United Kingdom,-3.78,2010-12-20
38943,C539602,21733,RED HANGING HEART T-LIGHT HOLDER,-3,2010-12-20 14:02:00,2.95,13369.0,United Kingdom,-8.850000000000001,2010-12-20
38944,C539602,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2010-12-20 14:02:00,3.75,13369.0,United Kingdom,-15.0,2010-12-20
38945,C539603,22198,LARGE POPCORN HOLDER ,-1,2010-12-20 14:05:00,1.65,14911.0,EIRE,-1.65,2010-12-20
38946,C539603,22197,SMALL POPCORN HOLDER,-2,2010-12-20 14:05:00,0.85,14911.0,EIRE,-1.7,2010-12-20
38947,C539603,22769,CHALKBOARD KITCHEN ORGANISER,-2,2010-12-20 14:05:00,24.95,14911.0,EIRE,-49.9,2010-12-20
38949,C539605,21314,SMALL GLASS HEART TRINKET POT,-3,2010-12-20 14:07:00,2.1,13050.0,United Kingdom,-6.300000000000001,2010-12-20
38950,C539605,21868,POTTING SHED TEA MUG,-4,2010-12-20 14:07:00,1.25,13050.0,United Kingdom,-5.0,2010-12-20
38951,C539606,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-7,2010-12-20 14:09:00,0.85,16145.0,United Kingdom,-5.95,2010-12-20
38952,C539606,21314,SMALL GLASS HEART TRINKET POT,-2,2010-12-20 14:09:00,1.85,16145.0,United Kingdom,-3.7,2010-12-20
38953,C539606,20705,MRS ROBOT SOFT TOY,-1,2010-12-20 14:09:00,1.95,16145.0,United Kingdom,-1.95,2010-12-20
39001,C539608,85066,CREAM SWEETHEART MINI CHEST,-1,2010-12-20 14:10:00,12.75,16873.0,United Kingdom,-12.75,2010-12-20
39002,C539608,22487,WHITE WOOD GARDEN PLANT LADDER,-2,2010-12-20 14:10:00,8.5,16873.0,United Kingdom,-17.0,2010-12-20
39047,539611,85135B,Found,53,2010-12-20 14:33:00,0.0,nan,United Kingdom,0.0,2010-12-20
39318,C539632,21166,COOK WITH WINE METAL SIGN ,-48,2010-12-20 15:07:00,1.69,17230.0,United Kingdom,-81.12,2010-12-20
39319,C539632,85152,HAND OVER THE CHOCOLATE   SIGN ,-48,2010-12-20 15:07:00,1.69,17230.0,United Kingdom,-81.12,2010-12-20
39380,C539640,20829,GLITTER HANGING BUTTERFLY STRING,-2,2010-12-20 15:27:00,2.1,15311.0,United Kingdom,-4.2,2010-12-20
39381,C539640,35004C,SET OF 3 COLOURED  FLYING DUCKS,-3,2010-12-20 15:27:00,4.65,15311.0,United Kingdom,-13.950000000000001,2010-12-20
39382,C539640,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,2010-12-20 15:27:00,1.06,15311.0,United Kingdom,-1.06,2010-12-20
39383,C539640,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,-1,2010-12-20 15:27:00,1.06,15311.0,United Kingdom,-1.06,2010-12-20
39436,C539644,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,2010-12-20 15:52:00,9.95,12471.0,Germany,-9.95,2010-12-20
39437,C539644,22897,OVEN MITT APPLES DESIGN,-1,2010-12-20 15:52:00,1.45,12471.0,Germany,-1.45,2010-12-20
39438,C539644,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-8,2010-12-20 15:52:00,1.45,12471.0,Germany,-11.6,2010-12-20
39439,C539644,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2010-12-20 15:52:00,1.25,12471.0,Germany,-2.5,2010-12-20
39440,C539644,22423,REGENCY CAKESTAND 3 TIER,-21,2010-12-20 15:52:00,10.95,12471.0,Germany,-229.95,2010-12-20
39441,C539644,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-5,2010-12-20 15:52:00,2.95,12471.0,Germany,-14.75,2010-12-20
39442,C539644,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2010-12-20 15:52:00,1.25,12471.0,Germany,-5.0,2010-12-20
39443,C539644,22908,PACK OF 20 NAPKINS RED APPLES,-1,2010-12-20 15:52:00,0.85,12471.0,Germany,-0.85,2010-12-20
39444,C539644,22820,GIFT BAG BIRTHDAY,-2,2010-12-20 15:52:00,0.65,12471.0,Germany,-1.3,2010-12-20
39445,C539644,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-2,2010-12-20 15:52:00,0.85,12471.0,Germany,-1.7,2010-12-20
39446,C539644,22554,PLASTERS IN TIN WOODLAND ANIMALS,-2,2010-12-20 15:52:00,1.65,12471.0,Germany,-3.3,2010-12-20
39447,C539644,22555,PLASTERS IN TIN STRONGMAN,-4,2010-12-20 15:52:00,1.65,12471.0,Germany,-6.6,2010-12-20
39448,C539644,21577,SAVE THE PLANET COTTON TOTE BAG,-1,2010-12-20 15:52:00,2.25,12471.0,Germany,-2.25,2010-12-20
39449,C539644,22472,TV DINNER TRAY DOLLY GIRL,-1,2010-12-20 15:52:00,4.95,12471.0,Germany,-4.95,2010-12-20
39450,C539644,21578,WOODLAND DESIGN  COTTON TOTE BAG,-2,2010-12-20 15:52:00,2.25,12471.0,Germany,-4.5,2010-12-20
39636,C539655,84949,SILVER HANGING T-LIGHT HOLDER,-24,2010-12-20 17:07:00,1.45,13089.0,United Kingdom,-34.8,2010-12-20
39638,C539657,22348,TEA BAG PLATE RED RETROSPOT,-12,2010-12-20 17:24:00,0.85,16134.0,United Kingdom,-10.2,2010-12-20
39639,C539657,21876,POTTERING MUG,-1,2010-12-20 17:24:00,1.25,16134.0,United Kingdom,-1.25,2010-12-20
39640,C539657,22667,RECIPE BOX RETROSPOT ,-1,2010-12-20 17:24:00,2.95,16134.0,United Kingdom,-2.95,2010-12-20
39700,C539661,15036,ASSORTED COLOURS SILK FAN,-48,2010-12-21 10:16:00,0.75,12971.0,United Kingdom,-36.0,2010-12-21
39753,C539667,85131A,BEADED PEARL HEART WHITE ON STICK,-6,2010-12-21 10:47:00,0.42,13148.0,United Kingdom,-2.52,2010-12-21
39754,C539667,21533,RETROSPOT LARGE MILK JUG,-1,2010-12-21 10:47:00,4.95,13148.0,United Kingdom,-4.95,2010-12-21
39755,C539667,21285,RETROSPOT CANDLE  MEDIUM,-24,2010-12-21 10:47:00,0.65,13148.0,United Kingdom,-15.600000000000001,2010-12-21
39756,C539667,21284,RETROSPOT CANDLE  SMALL,-24,2010-12-21 10:47:00,0.42,13148.0,United Kingdom,-10.08,2010-12-21
39757,C539667,21658,GLASS  BEURRE DISH,-1,2010-12-21 10:47:00,3.95,13148.0,United Kingdom,-3.95,2010-12-21
39758,C539667,22784,LANTERN CREAM GAZEBO ,-1,2010-12-21 10:47:00,4.95,13148.0,United Kingdom,-4.95,2010-12-21
39778,C539707,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-2,2010-12-21 12:17:00,9.95,18223.0,United Kingdom,-19.9,2010-12-21
39898,C539709,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2010-12-21 12:33:00,1.25,18176.0,United Kingdom,-1.25,2010-12-21
39899,C539709,21485,RETROSPOT HEART HOT WATER BOTTLE,-1,2010-12-21 12:33:00,4.95,18176.0,United Kingdom,-4.95,2010-12-21
39900,C539709,22832,BROCANTE SHELF WITH HOOKS,-2,2010-12-21 12:33:00,10.75,18176.0,United Kingdom,-21.5,2010-12-21
39901,C539710,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2010-12-21 12:35:00,5.95,14769.0,United Kingdom,-5.95,2010-12-21
39902,C539710,21314,SMALL GLASS HEART TRINKET POT,-2,2010-12-21 12:35:00,2.1,14769.0,United Kingdom,-4.2,2010-12-21
39903,C539711,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2010-12-21 12:38:00,4.95,13319.0,United Kingdom,-4.95,2010-12-21
39904,C539711,22940,FELTCRAFT CHRISTMAS FAIRY,-4,2010-12-21 12:38:00,4.25,13319.0,United Kingdom,-17.0,2010-12-21
39905,C539712,POST,POSTAGE,-1,2010-12-21 12:40:00,5.75,15602.0,United Kingdom,-5.75,2010-12-21
40054,C539719,82613D,METAL SIGN CUPCAKE SINGLE HOOK,-20,2010-12-21 13:15:00,0.42,14643.0,United Kingdom,-8.4,2010-12-21
40055,C539719,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",-20,2010-12-21 13:15:00,0.42,14643.0,United Kingdom,-8.4,2010-12-21
40056,C539719,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",-20,2010-12-21 13:15:00,0.42,14643.0,United Kingdom,-8.4,2010-12-21
40089,539722,22423,REGENCY CAKESTAND 3 TIER,10,2010-12-21 13:45:00,0.0,14911.0,EIRE,0.0,2010-12-21
40119,C539726,22791,T-LIGHT GLASS FLUTED ANTIQUE,-10,2010-12-21 14:24:00,1.25,17007.0,United Kingdom,-12.5,2010-12-21
40952,539750,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-21 15:40:00,0.0,nan,United Kingdom,0.0,2010-12-21
40984,539750,22652,TRAVEL SEWING KIT,1,2010-12-21 15:40:00,0.0,nan,United Kingdom,0.0,2010-12-21
41072,539750,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2010-12-21 15:40:00,0.0,nan,United Kingdom,0.0,2010-12-21
41094,539750,21481,FAWN BLUE HOT WATER BOTTLE,1,2010-12-21 15:40:00,0.0,nan,United Kingdom,0.0,2010-12-21
41187,C539756,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2010-12-21 16:31:00,4.95,nan,United Kingdom,-4.95,2010-12-21
41326,C539827,22745,POPPY'S PLAYHOUSE BEDROOM ,-1,2010-12-22 12:43:00,2.1,15044.0,United Kingdom,-2.1,2010-12-22
41332,C539830,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-8,2010-12-22 13:13:00,4.95,14944.0,United Kingdom,-39.6,2010-12-22
41349,C539832,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-22 13:20:00,2.55,17239.0,United Kingdom,-2.55,2010-12-22
41404,C539838,22198,LARGE POPCORN HOLDER ,-10,2010-12-22 13:59:00,1.65,13458.0,United Kingdom,-16.5,2010-12-22
41444,539856,22444,GROW YOUR OWN PLANT IN A CAN ,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41445,539856,20682,RED RETROSPOT CHILDRENS UMBRELLA,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41446,539856,20724,RED RETROSPOT CHARLOTTE BAG,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41447,539856,18098C,PORCELAIN BUTTERFLY OIL BURNER,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41449,539856,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41450,539856,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41451,539856,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41452,539856,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41453,539856,84692,BOX OF 24 COCKTAIL PARASOLS,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41454,539856,79321,CHILLI LIGHTS,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41455,539856,48194,DOORMAT HEARTS,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41456,539856,37333,"RETRO ""TEA FOR ONE"" ",1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41457,539856,22843,BISCUIT TIN VINTAGE GREEN,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41458,539856,22842,BISCUIT TIN VINTAGE RED,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41459,539856,22690,DOORMAT HOME SWEET HOME BLUE ,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41460,539856,85099B,JUMBO BAG RED RETROSPOT,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41461,539856,22685,FRENCH BLUE METAL DOOR SIGN 0,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41462,539856,22684,FRENCH BLUE METAL DOOR SIGN 9,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41463,539856,22686,FRENCH BLUE METAL DOOR SIGN No,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41464,539856,22682,FRENCH BLUE METAL DOOR SIGN 7,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41465,539856,22683,FRENCH BLUE METAL DOOR SIGN 8,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41466,539856,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41467,539856,22679,FRENCH BLUE METAL DOOR SIGN 4,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41468,539856,22678,FRENCH BLUE METAL DOOR SIGN 3,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41469,539856,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41470,539856,22677,FRENCH BLUE METAL DOOR SIGN 2,6,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41471,539856,22676,FRENCH BLUE METAL DOOR SIGN 1,5,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41472,539856,22666,RECIPE BOX PANTRY YELLOW DESIGN,7,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41473,539856,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41474,539856,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41475,539856,22647,CERAMIC LOVE HEART MONEY BANK,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41476,539856,22626,BLACK KITCHEN SCALES,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41477,539856,22625,RED KITCHEN SCALES,7,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41478,539856,22624,IVORY KITCHEN SCALES,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41479,539856,22619,SET OF 6 SOLDIER SKITTLES,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41480,539856,22526,WHEELBARROW FOR CHILDREN ,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41481,539856,22525,CHILDRENS GARDEN GLOVES PINK,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41482,539856,22524,CHILDRENS GARDEN GLOVES BLUE,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41483,539856,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41484,539856,22514,CHILDS GARDEN SPADE BLUE,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41485,539856,22512,DOORSTOP RACING CAR DESIGN,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41486,539856,22475,SKULL DESIGN TV DINNER TRAY,5,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41487,539856,22431,WATERING CAN BLUE ELEPHANT,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41488,539856,22428,ENAMEL FIRE BUCKET CREAM,4,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41489,539856,22426,ENAMEL WASH BOWL CREAM,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41490,539856,22374,AIRLINE BAG VINTAGE JET SET RED,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41491,539856,22375,AIRLINE BAG VINTAGE JET SET BROWN,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41492,539856,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41493,539856,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41494,539856,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41495,539856,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41496,539856,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41497,539856,22357,KINGS CHOICE BISCUIT TIN,7,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41498,539856,22350,ILLUSTRATED CAT BOWL ,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41499,539856,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41500,539856,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41501,539856,21912,VINTAGE SNAKES & LADDERS,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41502,539856,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41503,539856,22550,HOLIDAY FUN LUDO,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41504,539856,21888,BINGO SET,2,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41505,539856,21539,RED RETROSPOT BUTTER DISH,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41506,539856,21258,VICTORIAN SEWING BOX LARGE,3,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41507,539856,21116,OWL DOORSTOP,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41508,539856,20719,WOODLAND CHARLOTTE BAG,1,2010-12-22 14:41:00,0.0,nan,United Kingdom,0.0,2010-12-22
41509,C539857,47567B,TEA TIME KITCHEN APRON,-1,2010-12-22 15:13:00,4.65,15358.0,United Kingdom,-4.65,2010-12-22
41522,C539866,22300,COFFEE MUG DOG + BALL DESIGN,-3,2010-12-23 10:20:00,2.55,12427.0,Germany,-7.6499999999999995,2010-12-23
41523,C539866,22634,CHILDS BREAKFAST SET SPACEBOY ,-4,2010-12-23 10:20:00,8.5,12427.0,Germany,-34.0,2010-12-23
41524,C539866,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-2,2010-12-23 10:20:00,7.65,12427.0,Germany,-15.3,2010-12-23
41603,C539943,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2010-12-23 11:36:00,1.25,14032.0,United Kingdom,-1.25,2010-12-23
41604,C539943,22198,LARGE POPCORN HOLDER ,-3,2010-12-23 11:36:00,1.65,14032.0,United Kingdom,-4.949999999999999,2010-12-23
41605,C539944,22776,SWEETHEART CAKESTAND 3 TIER,-1,2010-12-23 11:38:00,9.95,14560.0,United Kingdom,-9.95,2010-12-23
41606,C539945,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-1,2010-12-23 11:40:00,0.85,17069.0,United Kingdom,-0.85,2010-12-23
41607,C539945,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,2010-12-23 11:40:00,0.85,17069.0,United Kingdom,-0.85,2010-12-23
41608,C539945,22667,RECIPE BOX RETROSPOT ,-1,2010-12-23 11:40:00,2.95,17069.0,United Kingdom,-2.95,2010-12-23
41609,C539945,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-3,2010-12-23 11:40:00,2.95,17069.0,United Kingdom,-8.850000000000001,2010-12-23
41619,C539947,21363,HOME SMALL WOOD LETTERS,-6,2010-12-23 11:47:00,4.95,13854.0,United Kingdom,-29.700000000000003,2010-12-23
41620,C539948,21888,BINGO SET,-4,2010-12-23 11:48:00,3.75,nan,EIRE,-15.0,2010-12-23
41621,C539949,22083,PAPER CHAIN KIT RETROSPOT,-6,2010-12-23 11:49:00,2.95,17581.0,United Kingdom,-17.700000000000003,2010-12-23
41622,C539950,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2010-12-23 11:50:00,1.95,13534.0,United Kingdom,-1.95,2010-12-23
41623,C539950,85099B,JUMBO BAG RED RETROSPOT,-10,2010-12-23 11:50:00,1.95,13534.0,United Kingdom,-19.5,2010-12-23
41624,C539950,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2010-12-23 11:50:00,4.95,13534.0,United Kingdom,-9.9,2010-12-23
41696,C539956,35004C,SET OF 3 COLOURED  FLYING DUCKS,-15,2010-12-23 12:55:00,4.65,12980.0,United Kingdom,-69.75,2010-12-23
42331,C539983,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-6,2010-12-23 14:49:00,4.95,15856.0,United Kingdom,-29.700000000000003,2010-12-23
