,,TotalAmount,TotalAmount,TotalAmount,Date,Date
14505.0,United Kingdom,5905.64,317.06,1062.88,2010-12-12,2011-11-22
14506.0,United Kingdom,2012.17,264.8,683.59,2010-12-05,2011-11-22
14507.0,United Kingdom,1383.18,220.89,378.85,2011-03-08,2011-11-16
14508.0,United Kingdom,276.42,137.56,138.86,2011-09-11,2011-11-17
14511.0,United Kingdom,1314.81,138.16,365.16,2011-07-29,2011-11-28
14512.0,United Kingdom,275.28,126.32,148.95999999999998,2011-04-21,2011-06-05
14513.0,United Kingdom,455.59000000000003,18.75,298.6,2011-02-24,2011-08-31
14514.0,United Kingdom,1055.35,147.86,652.24,2011-01-12,2011-10-09
14515.0,United Kingdom,2102.09,206.28,583.42,2011-05-05,2011-11-22
14517.0,United Kingdom,330.45,78.0,252.45,2011-07-21,2011-11-06
14518.0,United Kingdom,174.37,174.37,174.37,2011-10-06,2011-10-06
14520.0,United Kingdom,270.6,105.6,165.0,2011-02-22,2011-12-08
14522.0,United Kingdom,974.54,70.8,482.07,2011-05-25,2011-11-15
14523.0,United Kingdom,241.09,241.09,241.09,2011-08-23,2011-08-23
14524.0,United Kingdom,1867.68,111.9,703.0600000000001,2010-12-14,2011-11-08
14525.0,United Kingdom,4332.2,169.47,996.62,2010-12-13,2011-11-20
14527.0,United Kingdom,8508.82,23.5,361.34,2010-12-05,2011-12-07
14528.0,United Kingdom,364.22,364.22,364.22,2011-11-02,2011-11-02
14529.0,United Kingdom,620.04,135.24,261.62,2011-08-21,2011-10-10
14530.0,United Kingdom,2925.91,379.79,698.26,2011-02-16,2011-11-14
14532.0,United Kingdom,932.8499999999999,140.55,386.9,2010-12-22,2011-04-17
14533.0,United Kingdom,1949.72,23.4,433.5,2010-12-22,2011-11-15
14534.0,United Kingdom,4447.05,120.16,745.37,2011-01-25,2011-12-07
14535.0,United Kingdom,2864.19,799.94,1210.28,2011-04-05,2011-10-10
14536.0,United Kingdom,171.8,171.8,171.8,2011-03-25,2011-03-25
14537.0,United Kingdom,355.56,355.56,355.56,2011-10-13,2011-10-13
14538.0,United Kingdom,388.25,106.5,281.75,2011-03-28,2011-10-06
14539.0,United Kingdom,537.48,72.13,465.35,2011-10-26,2011-11-24
14540.0,United Kingdom,996.26,195.9,485.63,2011-02-03,2011-11-30
14541.0,United Kingdom,1461.65,38.3,361.4,2011-01-24,2011-10-12
14542.0,United Kingdom,103.25,103.25,103.25,2011-06-07,2011-06-07
14543.0,United Kingdom,3630.33,15.8,388.05,2010-12-10,2011-11-11
14544.0,United Kingdom,2024.45,902.53,1121.92,2010-12-13,2011-11-15
14546.0,United Kingdom,2578.09,313.59000000000003,727.22,2011-04-05,2011-12-04
14547.0,United Kingdom,4007.54,153.45000000000002,1117.08,2011-10-16,2011-12-06
14548.0,United Kingdom,652.8,326.4,326.4,2011-01-26,2011-07-12
14549.0,United Kingdom,289.24,289.24,289.24,2011-02-01,2011-02-01
14550.0,United Kingdom,765.62,340.79,424.83,2011-10-26,2011-11-29
14551.0,United Kingdom,186.23000000000002,60.8,125.43,2011-05-19,2011-11-21
14552.0,United Kingdom,165.07,165.07,165.07,2011-07-11,2011-07-11
14553.0,United Kingdom,859.27,110.38,405.47,2011-01-04,2011-11-20
14554.0,United Kingdom,2381.04,82.91,1219.25,2011-10-18,2011-11-29
14555.0,United Kingdom,324.14,126.2,197.94,2011-02-10,2011-10-13
14557.0,United Kingdom,788.38,788.38,788.38,2011-09-15,2011-09-15
14560.0,United Kingdom,2237.77,17.0,408.17,2010-12-17,2011-12-02
14561.0,United Kingdom,1080.76,222.07,513.77,2011-06-08,2011-09-25
14562.0,United Kingdom,5074.77,154.95,603.5400000000001,2011-02-08,2011-12-06
14565.0,United Kingdom,3099.12,538.8000000000001,1167.41,2010-12-13,2011-09-05
14566.0,Channel Islands,1432.0,1432.0,1432.0,2011-08-21,2011-08-21
14567.0,United Kingdom,1530.3600000000001,729.6,800.76,2011-08-01,2011-10-14
14569.0,United Kingdom,227.39,227.39,227.39,2011-12-08,2011-12-08
14570.0,United Kingdom,218.06,218.06,218.06,2011-03-04,2011-03-04
14572.0,United Kingdom,2832.84,116.45,625.85,2011-01-19,2011-12-06
14573.0,United Kingdom,1653.42,116.76,413.1,2010-12-02,2011-06-13
14576.0,United Kingdom,35.400000000000006,35.400000000000006,35.400000000000006,2010-12-02,2010-12-02
14577.0,United Kingdom,859.71,121.11,346.90000000000003,2010-12-12,2011-11-27
14578.0,United Kingdom,168.63,168.63,168.63,2011-12-06,2011-12-06
14581.0,United Kingdom,138.6,138.6,138.6,2011-11-23,2011-11-23
14582.0,United Kingdom,114.11,114.11,114.11,2011-10-30,2011-10-30
14583.0,United Kingdom,1052.55,139.82,310.49,2011-05-18,2011-12-04
14584.0,United Kingdom,1042.26,213.45,354.01,2011-05-25,2011-06-23
14585.0,United Kingdom,157.05,157.05,157.05,2011-10-20,2011-10-20
14586.0,United Kingdom,237.36,237.36,237.36,2011-03-08,2011-03-08
14587.0,United Kingdom,1601.1399999999999,127.61,220.85,2011-01-12,2011-11-21
14589.0,United Kingdom,39.75,39.75,39.75,2010-12-03,2010-12-03
14591.0,United Kingdom,1447.14,250.22,1196.92,2011-05-10,2011-11-24
14592.0,United Kingdom,570.46,145.21,263.96,2011-10-06,2011-11-04
14593.0,United Kingdom,617.99,278.4,339.59,2011-05-25,2011-11-18
14594.0,United Kingdom,379.83,124.83,255.0,2010-12-01,2011-12-02
14595.0,United Kingdom,1740.6,81.54,1091.29,2011-01-30,2011-11-20
14597.0,United Kingdom,883.15,165.1,718.05,2011-06-01,2011-11-28
14598.0,United Kingdom,221.97,221.97,221.97,2011-10-26,2011-10-26
14600.0,United Kingdom,393.33,393.33,393.33,2011-02-07,2011-02-07
14601.0,United Kingdom,213.96,213.96,213.96,2011-11-29,2011-11-29
14603.0,United Kingdom,660.0,660.0,660.0,2011-03-10,2011-03-10
14606.0,United Kingdom,12156.65,15.0,339.68,2010-12-01,2011-12-08
14607.0,United Kingdom,16569.5,45.3,11523.2,2011-03-23,2011-11-24
14608.0,United Kingdom,1785.15,204.0,586.95,2010-12-12,2011-12-05
14609.0,United Kingdom,601.56,115.2,191.16,2011-02-16,2011-09-28
14616.0,United Kingdom,406.08000000000004,10.08,237.6,2011-01-26,2011-04-11
14618.0,United Kingdom,553.44,84.24000000000001,257.4,2011-01-06,2011-11-30
14619.0,United Kingdom,394.44,394.44,394.44,2011-04-08,2011-04-08
14620.0,United Kingdom,412.78,177.43,235.35,2011-03-01,2011-05-18
14621.0,United Kingdom,1788.3600000000001,302.86,482.59,2010-12-16,2011-12-08
14622.0,United Kingdom,320.58000000000004,320.58000000000004,320.58000000000004,2011-06-08,2011-06-08
14623.0,United Kingdom,889.25,118.2,210.85,2011-04-18,2011-11-07
14624.0,United Kingdom,225.85,15.6,210.25,2011-10-11,2011-10-13
14625.0,United Kingdom,899.63,314.1,585.53,2010-12-13,2011-05-27
14626.0,United Kingdom,2791.27,586.9,984.39,2011-04-20,2011-11-16
14628.0,United Kingdom,671.96,331.58000000000004,340.38,2011-04-11,2011-09-09
14629.0,United Kingdom,959.01,354.18,604.83,2011-10-23,2011-12-05
14631.0,United Kingdom,1006.98,309.5,376.9,2011-02-14,2011-10-20
14632.0,United Kingdom,114.56,114.56,114.56,2011-03-22,2011-03-22
14633.0,United Kingdom,344.90000000000003,344.90000000000003,344.90000000000003,2011-03-18,2011-03-18
14636.0,United Kingdom,609.85,300.19,309.66,2011-03-16,2011-11-03
14638.0,United Kingdom,443.6,443.6,443.6,2011-10-20,2011-10-20
14639.0,United Kingdom,2984.49,558.59,995.26,2010-12-13,2011-10-18
14640.0,United Kingdom,2125.08,185.07,496.24,2011-04-26,2011-11-15
14641.0,United Kingdom,110.46,110.46,110.46,2011-11-18,2011-11-18
14642.0,United Kingdom,96.12,96.12,96.12,2011-10-12,2011-10-12
14643.0,United Kingdom,693.81,335.87,357.94,2010-12-16,2011-06-22
14644.0,United Kingdom,830.76,187.50000000000003,643.26,2011-02-14,2011-10-03
14645.0,United Kingdom,597.09,240.1,356.99,2011-03-09,2011-07-06
14646.0,Netherlands,280206.02,26.02,25833.56,2010-12-20,2011-12-08
14647.0,United Kingdom,243.22,243.22,243.22,2011-05-22,2011-05-22
14649.0,United Kingdom,1417.29,319.08,584.22,2011-05-11,2011-12-05
14651.0,United Kingdom,654.6,238.28,416.32,2011-05-12,2011-10-03
14652.0,United Kingdom,114.18,114.18,114.18,2011-09-23,2011-09-23
14653.0,United Kingdom,1947.55,131.79,413.53,2011-01-05,2011-12-08
14655.0,United Kingdom,1932.23,358.15000000000003,810.56,2011-05-01,2011-12-01
14656.0,United Kingdom,291.05,133.11,157.94,2011-03-01,2011-06-23
14657.0,United Kingdom,848.22,108.32,416.08,2011-01-17,2011-11-22
14658.0,United Kingdom,247.15,123.14,124.01,2011-08-14,2011-12-04
14659.0,United Kingdom,2529.93,149.4,593.17,2011-01-28,2011-12-01
14660.0,United Kingdom,285.74,128.95,156.79,2011-08-31,2011-09-14
14661.0,United Kingdom,107.95,107.95,107.95,2011-11-13,2011-11-13
14662.0,United Kingdom,771.1700000000001,101.05,268.51,2011-01-27,2011-11-11
14664.0,United Kingdom,637.89,248.85,389.04,2011-11-06,2011-11-20
14665.0,United Kingdom,1835.6999999999998,337.26,559.52,2011-02-02,2011-10-10
14666.0,United Kingdom,195.25,195.25,195.25,2011-11-15,2011-11-15
14667.0,United Kingdom,9241.2,144.9,1069.29,2010-12-06,2011-11-29
14669.0,United Kingdom,1269.99,427.54,842.45,2011-01-11,2011-04-12
14670.0,United Kingdom,411.53,411.53,411.53,2011-03-04,2011-03-04
14672.0,United Kingdom,765.55,285.28000000000003,480.27,2011-01-07,2011-04-19
14673.0,United Kingdom,1736.4,302.33,389.13,2010-12-07,2011-12-06
14675.0,United Kingdom,604.75,604.75,604.75,2011-11-23,2011-11-23
14676.0,United Kingdom,2548.2400000000002,223.44,556.32,2011-03-01,2011-11-08
14680.0,United Kingdom,28754.11,72.0,3609.8,2010-12-03,2011-11-14
14681.0,United Kingdom,498.95,105.0,393.95,2011-05-12,2011-09-29
14682.0,United Kingdom,52.0,20.8,31.200000000000003,2011-05-22,2011-06-05
14684.0,United Kingdom,1236.28,129.33,350.9,2010-12-12,2011-11-14
14687.0,United Kingdom,628.38,628.38,628.38,2011-08-25,2011-08-25
14688.0,United Kingdom,5630.87,116.81,659.87,2010-12-01,2011-12-02
14689.0,United Kingdom,112.8,112.8,112.8,2011-05-15,2011-05-15
14690.0,United Kingdom,371.70000000000005,154.99,216.71,2011-07-11,2011-10-26
14691.0,United Kingdom,2114.33,345.26,835.08,2011-05-11,2011-11-09
14692.0,United Kingdom,591.5500000000001,99.45,259.6,2011-01-21,2011-07-25
14693.0,United Kingdom,172.9,172.9,172.9,2011-03-20,2011-03-20
14696.0,United Kingdom,2078.9500000000003,284.35,319.87,2010-12-01,2011-12-05
14697.0,United Kingdom,188.61,188.61,188.61,2011-05-05,2011-05-05
14698.0,United Kingdom,1250.76,119.73,498.04,2011-10-19,2011-12-08
14699.0,United Kingdom,109.13,109.13,109.13,2011-05-09,2011-05-09
14700.0,United Kingdom,2235.2999999999997,677.6999999999999,836.05,2011-04-15,2011-11-07
14701.0,United Kingdom,2549.37,207.53,591.09,2011-01-27,2011-11-29
14702.0,United Kingdom,3292.14,101.25,360.41,2010-12-09,2011-12-08
14703.0,United Kingdom,318.17,318.17,318.17,2011-11-25,2011-11-25
14704.0,United Kingdom,1546.91,15.0,615.07,2011-06-12,2011-11-28
14705.0,United Kingdom,179.0,179.0,179.0,2011-05-25,2011-05-25
14708.0,United Kingdom,1126.37,282.12,425.19,2010-12-06,2011-12-07
14709.0,United Kingdom,4921.04,311.3,588.3000000000001,2010-12-16,2011-11-24
14710.0,United Kingdom,606.13,54.81,232.09,2011-10-11,2011-11-25
14711.0,United Kingdom,2868.8,148.57,526.5,2011-03-22,2011-11-29
14712.0,United Kingdom,917.07,115.72,495.6,2011-08-19,2011-11-10
14713.0,United Kingdom,2666.36,124.95,372.24,2010-12-09,2011-11-30
14714.0,United Kingdom,160.19,160.19,160.19,2011-11-15,2011-11-15
14715.0,United Kingdom,867.38,109.5,347.3,2011-01-12,2011-11-15
14716.0,United Kingdom,329.68,141.12,188.56,2011-07-14,2011-10-27
14719.0,United Kingdom,1602.13,223.46,406.42,2011-04-04,2011-12-08
14720.0,United Kingdom,663.8100000000001,155.8,262.68,2011-08-05,2011-12-04
14722.0,United Kingdom,187.92,187.92,187.92,2011-07-15,2011-07-15
14723.0,United Kingdom,1158.3,168.45,322.07,2010-12-03,2011-11-29
14725.0,United Kingdom,718.08,718.08,718.08,2011-11-15,2011-11-15
14727.0,United Kingdom,268.58,268.58,268.58,2011-03-10,2011-03-10
14729.0,United Kingdom,313.49,313.49,313.49,2010-12-01,2010-12-01
14730.0,United Kingdom,2005.06,116.41,855.92,2011-03-08,2011-12-08
14731.0,United Kingdom,380.02,123.36,129.0,2011-05-11,2011-10-23
14732.0,United Kingdom,2702.4900000000002,203.1,470.88,2011-01-04,2011-12-01
14733.0,United Kingdom,9585.91,316.98,1830.02,2010-12-07,2011-11-23
14735.0,United Kingdom,6065.6900000000005,15.0,736.54,2010-12-16,2011-12-06
14737.0,United Kingdom,1164.55,82.8,647.75,2010-12-21,2011-12-06
14738.0,United Kingdom,1314.45,17.4,326.81,2011-01-27,2011-10-28
14739.0,United Kingdom,3902.2799999999997,229.56,939.96,2010-12-07,2011-12-05
14740.0,United Kingdom,1448.21,371.4,555.71,2011-03-01,2011-05-26
14741.0,United Kingdom,1400.34,173.56,310.8,2010-12-02,2011-11-28
14744.0,United Kingdom,1099.98,83.75,328.53,2010-12-08,2011-11-23
14745.0,United Kingdom,1220.26,240.6,358.83,2011-02-27,2011-08-19
14747.0,United Kingdom,328.2,328.2,328.2,2011-04-04,2011-04-04
14748.0,United Kingdom,1415.75,296.98,470.42,2010-12-06,2011-11-10
14752.0,United Kingdom,389.64,389.64,389.64,2011-10-27,2011-10-27
14753.0,United Kingdom,563.15,563.15,563.15,2011-09-13,2011-09-13
14754.0,United Kingdom,638.05,228.27,409.78,2011-02-17,2011-10-26
14755.0,United Kingdom,5010.28,304.3,737.8000000000001,2011-01-09,2011-11-30
14756.0,United Kingdom,738.96,738.96,738.96,2011-11-24,2011-11-24
14757.0,United Kingdom,420.5,420.5,420.5,2011-09-25,2011-09-25
14758.0,United Kingdom,1484.06,224.47,654.75,2011-03-25,2011-07-18
14759.0,United Kingdom,1625.97,298.6,755.12,2011-04-21,2011-12-05
14760.0,United Kingdom,89.2,89.2,89.2,2011-02-15,2011-02-15
14761.0,United Kingdom,255.9,97.5,158.4,2011-01-09,2011-10-12
14762.0,United Kingdom,300.52,300.52,300.52,2011-03-21,2011-03-21
14764.0,United Kingdom,278.3,278.3,278.3,2011-10-24,2011-10-24
14765.0,United Kingdom,254.11,15.0,158.61,2011-06-16,2011-11-10
14766.0,United Kingdom,2473.37,180.4,628.66,2010-12-08,2011-12-01
14768.0,United Kingdom,192.60000000000002,59.400000000000006,133.20000000000002,2011-08-04,2011-11-22
14769.0,United Kingdom,10674.75,312.66,3844.84,2010-12-17,2011-12-07
14770.0,United Kingdom,876.42,278.6,597.8199999999999,2011-01-20,2011-04-21
14772.0,United Kingdom,139.26,139.26,139.26,2011-08-19,2011-08-19
14775.0,United Kingdom,1011.9,294.9,406.56,2010-12-02,2011-10-12
14776.0,United Kingdom,2538.3,13.2,558.36,2011-01-31,2011-10-19
14778.0,United Kingdom,730.86,334.05,396.81,2011-02-04,2011-08-04
14779.0,United Kingdom,386.15,38.0,262.55,2011-01-20,2011-03-04
14780.0,United Kingdom,447.68,114.88,332.8,2011-09-21,2011-10-16
14782.0,United Kingdom,200.1,200.1,200.1,2011-01-24,2011-01-24
14784.0,United Kingdom,289.99,114.68,175.31,2011-01-20,2011-11-13
14785.0,United Kingdom,77.4,37.92,39.48,2011-11-24,2011-11-29
14788.0,United Kingdom,679.44,310.99,368.45,2011-11-13,2011-12-02
14789.0,United Kingdom,197.64,197.64,197.64,2011-11-11,2011-11-11
14790.0,United Kingdom,745.06,152.16,216.74,2011-03-31,2011-11-23
14792.0,United Kingdom,6.2,6.2,6.2,2011-10-07,2011-10-07
14793.0,United Kingdom,228.99,228.99,228.99,2011-11-18,2011-11-18
14794.0,United Kingdom,1319.91,16.95,288.36,2011-01-09,2011-12-07
14795.0,United Kingdom,131.45000000000002,131.45000000000002,131.45000000000002,2011-06-26,2011-06-26
14796.0,United Kingdom,8022.49,282.74,835.95,2010-12-08,2011-12-08
14798.0,United Kingdom,173.74,21.72,76.34,2011-02-02,2011-10-18
14799.0,United Kingdom,157.7,157.7,157.7,2011-10-19,2011-10-19
14800.0,United Kingdom,4339.74,0.38,800.01,2010-12-05,2011-10-23
14801.0,United Kingdom,193.14,193.14,193.14,2011-10-09,2011-10-09
14803.0,United Kingdom,845.55,114.76,542.15,2011-02-20,2011-06-30
14804.0,United Kingdom,353.27,353.27,353.27,2011-12-01,2011-12-01
14805.0,United Kingdom,554.6500000000001,109.25,189.8,2011-01-30,2011-11-24
14806.0,United Kingdom,193.39,193.39,193.39,2011-09-25,2011-09-25
14808.0,United Kingdom,2741.17,252.79,679.62,2011-06-20,2011-10-31
14810.0,United Kingdom,2087.88,129.46,352.23,2010-12-05,2011-10-30
14813.0,United Kingdom,155.43,155.43,155.43,2010-12-05,2010-12-05
14815.0,United Kingdom,778.5,226.92,551.58,2011-10-03,2011-11-03
14816.0,United Kingdom,271.85,271.85,271.85,2011-05-26,2011-05-26
14817.0,United Kingdom,1110.3400000000001,529.5500000000001,580.79,2011-03-07,2011-05-23
14818.0,United Kingdom,657.8,118.25,291.38,2011-03-31,2011-09-27
14819.0,United Kingdom,272.07,84.72,187.35,2011-05-31,2011-10-06
14820.0,United Kingdom,507.29,102.42,139.77,2011-06-19,2011-11-18
14821.0,United Kingdom,48.8,48.8,48.8,2010-12-08,2010-12-08
14823.0,United Kingdom,321.43,110.78,210.65,2011-05-29,2011-06-12
14824.0,United Kingdom,1127.71,55.50000000000001,441.91,2011-09-09,2011-11-29
14825.0,United Kingdom,2226.91,101.09,290.81,2010-12-06,2011-12-06
14828.0,United Kingdom,2139.76,493.92,1063.84,2011-01-07,2011-05-27
14829.0,United Kingdom,697.55,146.3,236.97,2010-12-02,2011-11-10
14830.0,United Kingdom,197.13,197.13,197.13,2011-10-17,2011-10-17
14834.0,United Kingdom,1720.3,185.61,421.9,2011-04-13,2011-11-22
14836.0,United Kingdom,102.44999999999999,3.0,76.05,2011-11-09,2011-11-29
14837.0,United Kingdom,1649.5,303.94,492.26,2011-05-22,2011-09-11
14840.0,United Kingdom,62.85,62.85,62.85,2011-03-17,2011-03-17
14841.0,United Kingdom,3295.76,379.79,789.9,2010-12-16,2011-10-17
14842.0,United Kingdom,2824.69,213.04,1378.48,2011-02-04,2011-10-27
14844.0,United Kingdom,3189.81,668.8,932.13,2011-04-12,2011-10-07
14847.0,United Kingdom,309.4,309.4,309.4,2011-07-14,2011-07-14
14849.0,United Kingdom,7930.54,211.05,984.74,2010-12-01,2011-11-18
14850.0,United Kingdom,325.75,325.75,325.75,2011-02-01,2011-02-01
14851.0,United Kingdom,511.35,206.13,305.22,2011-03-28,2011-11-16
14852.0,United Kingdom,2836.69,425.96,717.85,2011-04-01,2011-10-12
14853.0,United Kingdom,475.8,214.5,261.3,2011-05-12,2011-11-15
14854.0,United Kingdom,2759.83,15.0,726.85,2011-03-10,2011-09-22
14855.0,United Kingdom,645.6500000000001,306.35,339.3,2011-07-28,2011-08-12
14856.0,United Kingdom,1311.38,308.11,1003.27,2011-10-14,2011-11-03
14857.0,United Kingdom,1173.12,522.52,650.6,2011-07-14,2011-10-11
14859.0,United Kingdom,1353.74,296.86,630.26,2011-05-19,2011-11-27
14860.0,United Kingdom,170.32,170.32,170.32,2011-11-20,2011-11-20
14861.0,United Kingdom,125.79,125.79,125.79,2011-10-18,2011-10-18
14862.0,United Kingdom,841.2,304.1,537.1,2011-07-14,2011-11-14
14863.0,United Kingdom,266.76,266.76,266.76,2011-11-10,2011-11-10
14865.0,United Kingdom,52.2,15.0,37.2,2010-12-02,2011-12-02
14866.0,United Kingdom,14389.9,36.5,5639.52,2010-12-08,2011-11-29
14867.0,United Kingdom,710.28,96.14,313.4,2011-01-07,2011-06-07
14868.0,United Kingdom,2953.59,337.70000000000005,558.59,2011-04-20,2011-12-06
14869.0,United Kingdom,725.7,334.39,391.31,2011-08-28,2011-12-01
14870.0,United Kingdom,327.25,327.25,327.25,2011-03-23,2011-03-23
14871.0,United Kingdom,522.38,106.15,167.63,2010-12-14,2011-12-06
14873.0,United Kingdom,519.68,519.68,519.68,2011-05-13,2011-05-13
14875.0,United Kingdom,1465.32,362.0,1103.32,2011-03-22,2011-08-24
14878.0,United Kingdom,1485.54,110.69,322.01,2010-12-16,2011-11-27
14880.0,United Kingdom,706.19,129.2,342.92,2011-02-24,2011-09-23
14881.0,United Kingdom,255.4,255.4,255.4,2011-11-20,2011-11-20
14882.0,United Kingdom,589.7,247.9,341.8,2011-11-06,2011-11-13
14883.0,United Kingdom,761.59,47.92,310.56,2011-05-12,2011-11-21
14885.0,United Kingdom,765.3199999999999,765.3199999999999,765.3199999999999,2011-07-31,2011-07-31
14886.0,United Kingdom,364.8,364.8,364.8,2011-04-01,2011-04-01
14887.0,United Kingdom,1862.0,1862.0,1862.0,2011-09-21,2011-09-21
14888.0,United Kingdom,369.2,369.2,369.2,2011-05-16,2011-05-16
14889.0,United Kingdom,135.9,135.9,135.9,2011-01-07,2011-01-07
14890.0,United Kingdom,125.65,125.65,125.65,2011-03-31,2011-03-31
14891.0,United Kingdom,554.38,105.0,449.38,2011-06-05,2011-07-14
14893.0,United Kingdom,1237.85,428.73,809.12,2011-11-28,2011-11-30
14894.0,United Kingdom,655.75,655.75,655.75,2011-09-15,2011-09-15
14895.0,United Kingdom,11138.71,454.2,2346.34,2011-02-22,2011-12-02
14896.0,United Kingdom,468.77000000000004,211.55,257.22,2010-12-09,2011-05-19
14897.0,United Kingdom,1366.38,169.9,620.0600000000001,2011-02-16,2011-12-02
14898.0,United Kingdom,1303.52,98.5,400.37,2010-12-03,2011-11-16
14901.0,United Kingdom,1421.29,129.32999999999998,204.15,2010-12-02,2011-11-28
14902.0,United Kingdom,332.66,332.66,332.66,2011-11-14,2011-11-14
14903.0,United Kingdom,2810.63,398.81,686.47,2011-03-06,2011-11-18
14904.0,United Kingdom,1025.44,396.96,628.48,2011-11-14,2011-12-07
14905.0,United Kingdom,616.1500000000001,307.6,308.55,2011-04-20,2011-07-05
14907.0,United Kingdom,3501.1,342.62,971.13,2010-12-07,2011-12-06
14908.0,United Kingdom,277.8,277.8,277.8,2011-09-26,2011-09-26
14910.0,United Kingdom,434.35,7.5,214.41,2011-10-16,2011-12-07
14911.0,EIRE,143825.06,22.5,4969.32,2010-12-01,2011-12-08
14912.0,Italy,867.85,385.06,482.79,2011-04-07,2011-11-23
14913.0,United Kingdom,1227.43,300.87,314.96,2010-12-15,2011-11-04
14915.0,United Kingdom,307.48,142.28,165.20000000000002,2011-03-07,2011-09-09
14916.0,United Kingdom,1268.98,266.48,406.23,2011-01-19,2011-09-30
14918.0,United Kingdom,1610.15,765.4200000000001,844.73,2011-07-08,2011-08-16
14920.0,United Kingdom,977.77,977.77,977.77,2011-05-11,2011-05-11
14921.0,United Kingdom,1316.07,413.06,903.01,2011-05-22,2011-11-09
14923.0,United Kingdom,749.1,749.1,749.1,2011-10-20,2011-10-20
14924.0,United Kingdom,310.05,310.05,310.05,2011-04-08,2011-04-08
14929.0,United Kingdom,223.88,223.88,223.88,2011-11-07,2011-11-07
14930.0,Channel Islands,2372.86,1104.13,1268.73,2011-03-10,2011-08-23
14931.0,Channel Islands,1257.68,198.4,293.0,2011-04-13,2011-12-05
